,spk,txt,emo,tense,emo_address,wav_address
1636,1019,IEO,ANG,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1019_IEO_ANG_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1019_IEO_ANG_MD.wav
1637,1053,MTI,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1053_MTI_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1053_MTI_FEA_XX.wav
1638,1013,TIE,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1013_TIE_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1013_TIE_NEU_XX.wav
1639,1086,IEO,SAD,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1086_IEO_SAD_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1086_IEO_SAD_LO.wav
1640,1008,TSI,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1008_TSI_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1008_TSI_ANG_XX.wav
1641,1064,IEO,ANG,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1064_IEO_ANG_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1064_IEO_ANG_HI.wav
1642,1040,MTI,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1040_MTI_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1040_MTI_DIS_XX.wav
1643,1053,ITS,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1053_ITS_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1053_ITS_ANG_XX.wav
1644,1028,DFA,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1028_DFA_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1028_DFA_HAP_XX.wav
1645,1059,MTI,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1059_MTI_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1059_MTI_ANG_XX.wav
1646,1044,TAI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1044_TAI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1044_TAI_SAD_XX.wav
1647,1002,TSI,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1002_TSI_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1002_TSI_FEA_XX.wav
1648,1047,MTI,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1047_MTI_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1047_MTI_HAP_XX.wav
1649,1026,IEO,SAD,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1026_IEO_SAD_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1026_IEO_SAD_MD.wav
1650,1073,IEO,FEA,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1073_IEO_FEA_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1073_IEO_FEA_LO.wav
1651,1037,IWL,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_IWL_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_IWL_SAD_XX.wav
1652,1079,IEO,DIS,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1079_IEO_DIS_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1079_IEO_DIS_MD.wav
1653,1037,TAI,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_TAI_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_TAI_ANG_XX.wav
1654,1060,IEO,DIS,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_IEO_DIS_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_IEO_DIS_LO.wav
1655,1060,TSI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_TSI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_TSI_NEU_XX.wav
1656,1091,IEO,ANG,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1091_IEO_ANG_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1091_IEO_ANG_MD.wav
1657,1052,IEO,HAP,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1052_IEO_HAP_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1052_IEO_HAP_HI.wav
1658,1040,TIE,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1040_TIE_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1040_TIE_SAD_XX.wav
1659,1001,ITH,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1001_ITH_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1001_ITH_NEU_XX.wav
1660,1031,TAI,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1031_TAI_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1031_TAI_FEA_XX.wav
1661,1079,IEO,ANG,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1079_IEO_ANG_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1079_IEO_ANG_LO.wav
1662,1041,ITS,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1041_ITS_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1041_ITS_HAP_XX.wav
1663,1066,MTI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1066_MTI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1066_MTI_SAD_XX.wav
1664,1017,TAI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1017_TAI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1017_TAI_NEU_XX.wav
1665,1021,ITH,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1021_ITH_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1021_ITH_ANG_XX.wav
1666,1021,TIE,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1021_TIE_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1021_TIE_HAP_XX.wav
1667,1080,TSI,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1080_TSI_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1080_TSI_ANG_XX.wav
1668,1088,ITH,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1088_ITH_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1088_ITH_HAP_XX.wav
1669,1021,DFA,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1021_DFA_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1021_DFA_DIS_XX.wav
1670,1054,IOM,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1054_IOM_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1054_IOM_DIS_XX.wav
1671,1018,IWL,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1018_IWL_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1018_IWL_HAP_XX.wav
1672,1068,TSI,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1068_TSI_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1068_TSI_DIS_XX.wav
1673,1043,IWW,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1043_IWW_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1043_IWW_DIS_XX.wav
1674,1060,ITS,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_ITS_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_ITS_SAD_XX.wav
1675,1067,IOM,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1067_IOM_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1067_IOM_FEA_XX.wav
1676,1009,ITH,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1009_ITH_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1009_ITH_DIS_XX.wav
1677,1082,IWL,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1082_IWL_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1082_IWL_NEU_XX.wav
1678,1056,IWW,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1056_IWW_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1056_IWW_FEA_XX.wav
1679,1034,DFA,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1034_DFA_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1034_DFA_FEA_XX.wav
1680,1001,IOM,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1001_IOM_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1001_IOM_SAD_XX.wav
1681,1071,IEO,SAD,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1071_IEO_SAD_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1071_IEO_SAD_HI.wav
1682,1007,IEO,HAP,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1007_IEO_HAP_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1007_IEO_HAP_MD.wav
1683,1015,TSI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1015_TSI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1015_TSI_SAD_XX.wav
1684,1060,IWL,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_IWL_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1060_IWL_FEA_XX.wav
1685,1024,IEO,DIS,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1024_IEO_DIS_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1024_IEO_DIS_LO.wav
1686,1075,MTI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1075_MTI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1075_MTI_NEU_XX.wav
1687,1083,WSI,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1083_WSI_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1083_WSI_DIS_XX.wav
1688,1083,DFA,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1083_DFA_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1083_DFA_SAD_XX.wav
1689,1037,IEO,FEA,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_IEO_FEA_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_IEO_FEA_LO.wav
1690,1030,WSI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1030_WSI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1030_WSI_SAD_XX.wav
1691,1005,ITS,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1005_ITS_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1005_ITS_HAP_XX.wav
1692,1004,TIE,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1004_TIE_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1004_TIE_SAD_XX.wav
1693,1061,TAI,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1061_TAI_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1061_TAI_HAP_XX.wav
1694,1016,IEO,HAP,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1016_IEO_HAP_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1016_IEO_HAP_HI.wav
1695,1055,IEO,ANG,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1055_IEO_ANG_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1055_IEO_ANG_MD.wav
1696,1010,IOM,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1010_IOM_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1010_IOM_NEU_XX.wav
1697,1066,IWL,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1066_IWL_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1066_IWL_ANG_XX.wav
1698,1024,TSI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1024_TSI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1024_TSI_NEU_XX.wav
1699,1057,TIE,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1057_TIE_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1057_TIE_DIS_XX.wav
1700,1044,TSI,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1044_TSI_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1044_TSI_ANG_XX.wav
1701,1030,IOM,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1030_IOM_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1030_IOM_ANG_XX.wav
1702,1064,DFA,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1064_DFA_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1064_DFA_HAP_XX.wav
1703,1035,IEO,SAD,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1035_IEO_SAD_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1035_IEO_SAD_HI.wav
1704,1011,WSI,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1011_WSI_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1011_WSI_HAP_XX.wav
1705,1024,ITS,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1024_ITS_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1024_ITS_SAD_XX.wav
1706,1086,IWW,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1086_IWW_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1086_IWW_HAP_XX.wav
1707,1046,IWL,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1046_IWL_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1046_IWL_NEU_XX.wav
1708,1080,TAI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1080_TAI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1080_TAI_SAD_XX.wav
1709,1077,ITS,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1077_ITS_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1077_ITS_DIS_XX.wav
1710,1088,IEO,DIS,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1088_IEO_DIS_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1088_IEO_DIS_HI.wav
1711,1018,IOM,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1018_IOM_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1018_IOM_DIS_XX.wav
1712,1007,IWW,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1007_IWW_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1007_IWW_DIS_XX.wav
1713,1073,TAI,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1073_TAI_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1073_TAI_ANG_XX.wav
1714,1073,IWL,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1073_IWL_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1073_IWL_SAD_XX.wav
1715,1017,ITS,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1017_ITS_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1017_ITS_ANG_XX.wav
1716,1004,MTI,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1004_MTI_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1004_MTI_DIS_XX.wav
1717,1028,IEO,ANG,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1028_IEO_ANG_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1028_IEO_ANG_HI.wav
1718,1083,MTI,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1083_MTI_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1083_MTI_HAP_XX.wav
1719,1062,IEO,SAD,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1062_IEO_SAD_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1062_IEO_SAD_MD.wav
1720,1017,MTI,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1017_MTI_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1017_MTI_FEA_XX.wav
1721,1008,TAI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1008_TAI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1008_TAI_SAD_XX.wav
1722,1022,IEO,FEA,HI,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1022_IEO_FEA_HI.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1022_IEO_FEA_HI.wav
1723,1032,TSI,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1032_TSI_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1032_TSI_HAP_XX.wav
1724,1011,ITS,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1011_ITS_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1011_ITS_FEA_XX.wav
1725,1056,DFA,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1056_DFA_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1056_DFA_NEU_XX.wav
1726,1003,WSI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1003_WSI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1003_WSI_NEU_XX.wav
1727,1078,IWW,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1078_IWW_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1078_IWW_NEU_XX.wav
1728,1089,IOM,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1089_IOM_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1089_IOM_NEU_XX.wav
1729,1023,WSI,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1023_WSI_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1023_WSI_ANG_XX.wav
1730,1076,DFA,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1076_DFA_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1076_DFA_ANG_XX.wav
1731,1053,TAI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1053_TAI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1053_TAI_NEU_XX.wav
1732,1045,ITH,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1045_ITH_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1045_ITH_DIS_XX.wav
1733,1070,DFA,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1070_DFA_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1070_DFA_FEA_XX.wav
1734,1051,TSI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1051_TSI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1051_TSI_SAD_XX.wav
1735,1043,IEO,HAP,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1043_IEO_HAP_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1043_IEO_HAP_MD.wav
1736,1090,IOM,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1090_IOM_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1090_IOM_DIS_XX.wav
1737,1036,IEO,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1036_IEO_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1036_IEO_NEU_XX.wav
1738,1054,IWL,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1054_IWL_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1054_IWL_HAP_XX.wav
1739,1058,ITH,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1058_ITH_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1058_ITH_FEA_XX.wav
1740,1039,TIE,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1039_TIE_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1039_TIE_DIS_XX.wav
1741,1051,ITS,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1051_ITS_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1051_ITS_NEU_XX.wav
1742,1006,TSI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1006_TSI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1006_TSI_NEU_XX.wav
1743,1048,IWL,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1048_IWL_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1048_IWL_ANG_XX.wav
1744,1043,TAI,HAP,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1043_TAI_HAP_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1043_TAI_HAP_XX.wav
1745,1037,IEO,ANG,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_IEO_ANG_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1037_IEO_ANG_MD.wav
1746,1051,TIE,ANG,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1051_TIE_ANG_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1051_TIE_ANG_XX.wav
1747,1042,IWL,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1042_IWL_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1042_IWL_FEA_XX.wav
1748,1006,IEO,DIS,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1006_IEO_DIS_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1006_IEO_DIS_LO.wav
1749,1090,IEO,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1090_IEO_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1090_IEO_NEU_XX.wav
1750,1065,WSI,DIS,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1065_WSI_DIS_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1065_WSI_DIS_XX.wav
1751,1057,MTI,NEU,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1057_MTI_NEU_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1057_MTI_NEU_XX.wav
1752,1078,WSI,FEA,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1078_WSI_FEA_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1078_WSI_FEA_XX.wav
1753,1087,IWW,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1087_IWW_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1087_IWW_SAD_XX.wav
1754,1031,IEO,FEA,MD,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1031_IEO_FEA_MD.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1031_IEO_FEA_MD.wav
1755,1012,WSI,SAD,XX,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1012_WSI_SAD_XX.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1012_WSI_SAD_XX.wav
1756,1019,IEO,FEA,LO,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1019_IEO_FEA_LO.wav.emo.npy,/home/ubuntu/efs/sts/CREMA-D/AudioWAV/1019_IEO_FEA_LO.wav
